['-0.01', '+0.94', '-0.44', '-0.05', '+0.01', '+0.06', '+0.00', '+0.00']
['-0.09', '-0.00', '-0.08', '+0.02', '-0.00', '-0.06', '+1.00', '+1.00']
['-0.09', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00']
['-0.09', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+0.00', '+1.00']
['-0.01', '+0.94', '-0.68', '-0.11', '+0.02', '+0.15', '+0.00', '+0.00']
['-0.14', '+0.82', '-0.60', '-0.65', '-0.11', '-0.16', '+0.00', '+0.00']
['-0.25', '+0.60', '-0.45', '-0.63', '-0.23', '-0.10', '+0.00', '+0.00']
['-0.31', '+0.45', '-0.18', '-0.42', '-0.30', '-0.04', '+0.00', '+0.00']
['-0.32', '+0.34', '+0.09', '-0.30', '-0.27', '+0.09', '+0.00', '+0.00']
['-0.27', '+0.26', '+0.34', '-0.26', '-0.13', '+0.17', '+0.00', '+0.00']
['-0.19', '+0.19', '+0.36', '-0.22', '+0.03', '+0.15', '+0.00', '+0.00']
['-0.13', '+0.14', '+0.24', '-0.18', '+0.12', '+0.04', '+0.00', '+0.00']
['-0.09', '+0.09', '+0.14', '-0.14', '+0.14', '-0.01', '+0.00', '+0.00']
['-0.07', '+0.05', '+0.04', '-0.16', '+0.11', '-0.04', '+0.00', '+0.00']
['-0.08', '+0.01', '-0.10', '-0.11', '+0.03', '-0.09', '+0.00', '+0.00']
['-0.10', '-0.00', '-0.06', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['-0.11', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['-0.11', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.02', '+0.97', '-0.34', '+0.29', '+0.01', '-0.07', '+0.00', '+0.00']
['-0.09', '+0.98', '-0.32', '-0.25', '-0.13', '-0.14', '+0.00', '+0.00']
['-0.15', '+0.82', '-0.33', '-0.78', '-0.24', '-0.09', '+0.00', '+0.00']
['-0.20', '+0.59', '-0.11', '-0.63', '-0.29', '+0.00', '+0.00', '+0.00']
['-0.20', '+0.43', '+0.13', '-0.46', '-0.21', '+0.10', '+0.00', '+0.00']
['-0.15', '+0.31', '+0.25', '-0.37', '-0.09', '+0.13', '+0.00', '+0.00']
['-0.09', '+0.21', '+0.30', '-0.29', '+0.05', '+0.13', '+0.00', '+0.00']
['-0.03', '+0.13', '+0.29', '-0.22', '+0.15', '+0.07', '+0.00', '+0.00']
['+0.01', '+0.07', '+0.12', '-0.16', '+0.18', '-0.01', '+0.00', '+0.00']
['+0.02', '+0.02', '-0.02', '-0.13', '+0.15', '-0.06', '+0.00', '+0.00']
['+0.01', '-0.00', '-0.02', '+0.04', '-0.00', '+0.12', '+1.00', '+1.00']
['+0.01', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['+0.01', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.08', '+0.99', '-0.61', '+0.13', '-0.02', '-0.20', '+0.00', '+0.00']
['-0.20', '+0.94', '-0.63', '-0.40', '-0.18', '-0.13', '+0.00', '+0.00']
['-0.33', '+0.75', '-0.56', '-0.73', '-0.28', '-0.07', '+0.00', '+0.00']
['-0.40', '+0.56', '-0.10', '-0.50', '-0.32', '-0.00', '+0.00', '+0.00']
['-0.39', '+0.43', '+0.14', '-0.40', '-0.28', '+0.10', '+0.00', '+0.00']
['-0.33', '+0.33', '+0.40', '-0.26', '-0.14', '+0.16', '+0.00', '+0.00']
['-0.25', '+0.26', '+0.44', '-0.23', '+0.02', '+0.15', '+0.00', '+0.00']
['-0.16', '+0.19', '+0.38', '-0.22', '+0.15', '+0.10', '+0.00', '+0.00']
['-0.10', '+0.13', '+0.25', '-0.20', '+0.20', '+0.02', '+0.00', '+0.00']
['-0.07', '+0.07', '+0.06', '-0.19', '+0.17', '-0.07', '+0.00', '+0.00']
['-0.07', '+0.03', '-0.07', '-0.12', '+0.09', '-0.10', '+0.00', '+0.00']
['-0.09', '+0.00', '-0.10', '-0.08', '-0.01', '-0.08', '+0.00', '+0.00']
['-0.10', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['-0.10', '-0.00', '+0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['-0.10', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.07', '+0.79', '-0.36', '-0.80', '-0.08', '-0.18', '+0.00', '+0.00']
['-0.13', '+0.56', '-0.23', '-0.66', '-0.20', '-0.06', '+0.00', '+0.00']
['-0.16', '+0.39', '-0.01', '-0.44', '-0.21', '+0.04', '+0.00', '+0.00']
['-0.14', '+0.27', '+0.16', '-0.33', '-0.14', '+0.11', '+0.00', '+0.00']
['-0.10', '+0.19', '+0.24', '-0.25', '-0.03', '+0.12', '+0.00', '+0.00']
['-0.05', '+0.11', '+0.25', '-0.20', '+0.07', '+0.09', '+0.00', '+0.00']
['+0.00', '+0.05', '+0.21', '-0.17', '+0.15', '+0.06', '+0.00', '+0.00']
['+0.03', '+0.01', '+0.06', '-0.12', '+0.15', '-0.02', '+0.00', '+0.00']
['+0.03', '-0.00', '-0.00', '-0.00', '+0.01', '+0.00', '+1.00', '+1.00']
['+0.03', '-0.00', '-0.00', '+0.00', '+0.01', '+0.00', '+1.00', '+1.00']
['+0.03', '-0.00', '+0.00', '+0.00', '+0.01', '+0.00', '+1.00', '+1.00']
['-0.06', '+0.90', '-0.33', '-0.37', '-0.08', '-0.15', '+0.00', '+0.00']
['-0.13', '+0.71', '-0.31', '-0.82', '-0.21', '-0.10', '+0.00', '+0.00']
['-0.17', '+0.51', '-0.07', '-0.56', '-0.26', '+0.04', '+0.00', '+0.00']
['-0.16', '+0.37', '+0.17', '-0.43', '-0.17', '+0.13', '+0.00', '+0.00']
['-0.12', '+0.26', '+0.22', '-0.33', '-0.06', '+0.10', '+0.00', '+0.00']
['-0.07', '+0.17', '+0.22', '-0.28', '+0.04', '+0.09', '+0.00', '+0.00']
['-0.02', '+0.10', '+0.23', '-0.20', '+0.12', '+0.06', '+0.00', '+0.00']
['+0.01', '+0.05', '+0.12', '-0.16', '+0.15', '+0.02', '+0.00', '+0.00']
['+0.03', '+0.01', '+0.07', '-0.10', '+0.09', '-0.41', '+0.00', '+1.00']
['+0.04', '-0.00', '+0.01', '+0.01', '-0.01', '+0.03', '+1.00', '+1.00']
['+0.04', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.04', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.02', '+0.92', '+0.20', '-0.24', '+0.03', '+0.09', '+0.00', '+0.00']
['+0.06', '+0.77', '+0.20', '-0.78', '+0.11', '+0.07', '+0.00', '+0.00']
['+0.10', '+0.54', '+0.10', '-0.63', '+0.16', '+0.01', '+0.00', '+0.00']
['+0.10', '+0.37', '-0.09', '-0.48', '+0.13', '-0.07', '+0.00', '+0.00']
['+0.07', '+0.25', '-0.17', '-0.33', '+0.04', '-0.08', '+0.00', '+0.00']
['+0.03', '+0.16', '-0.14', '-0.27', '-0.05', '-0.06', '+0.00', '+0.00']
['+0.01', '+0.09', '-0.11', '-0.23', '-0.08', '-0.04', '+0.00', '+0.00']
['-0.01', '+0.04', '-0.06', '-0.18', '-0.09', '-0.01', '+0.00', '+0.00']
['-0.01', '-0.00', '+0.02', '-0.08', '+0.02', '+0.29', '+1.00', '+1.00']
['-0.00', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['-0.00', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.00', '+0.95', '+0.12', '+0.36', '-0.00', '-0.03', '+0.00', '+0.00']
['+0.02', '+0.98', '+0.10', '-0.17', '+0.04', '+0.04', '+0.00', '+0.00']
['+0.05', '+0.84', '+0.10', '-0.71', '+0.08', '+0.04', '+0.00', '+0.00']
['+0.06', '+0.60', '+0.04', '-0.69', '+0.11', '+0.00', '+0.00', '+0.00']
['+0.06', '+0.42', '-0.02', '-0.52', '+0.09', '-0.03', '+0.00', '+0.00']
['+0.05', '+0.29', '-0.11', '-0.38', '+0.04', '-0.05', '+0.00', '+0.00']
['+0.03', '+0.18', '-0.11', '-0.31', '-0.00', '-0.06', '+0.00', '+0.00']
['+0.01', '+0.11', '-0.05', '-0.22', '-0.03', '-0.02', '+0.00', '+0.00']
['+0.00', '+0.05', '-0.05', '-0.17', '-0.05', '+0.00', '+0.00', '+0.00']
['-0.00', '+0.01', '-0.02', '-0.11', '-0.05', '+0.01', '+0.00', '+0.00']
['-0.01', '-0.00', '-0.01', '+0.01', '+0.02', '-0.03', '+1.00', '+1.00']
['-0.01', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.01', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.05', '+0.88', '+0.55', '-0.52', '-0.01', '+0.13', '+0.00', '+0.00']
['+0.16', '+0.66', '+0.49', '-0.77', '+0.16', '+0.10', '+0.00', '+0.00']
['+0.23', '+0.48', '+0.22', '-0.53', '+0.25', '+0.07', '+0.00', '+0.00']
['+0.25', '+0.35', '-0.04', '-0.36', '+0.23', '-0.05', '+0.00', '+0.00']
['+0.23', '+0.26', '-0.17', '-0.24', '+0.16', '-0.08', '+0.00', '+0.00']
['+0.18', '+0.19', '-0.21', '-0.20', '+0.06', '-0.09', '+0.00', '+0.00']
['+0.13', '+0.13', '-0.24', '-0.20', '-0.04', '-0.08', '+0.00', '+0.00']
['+0.09', '+0.08', '-0.17', '-0.16', '-0.10', '-0.05', '+0.00', '+0.00']
['+0.06', '+0.04', '-0.10', '-0.14', '-0.11', '+0.02', '+0.00', '+0.00']
['+0.05', '+0.01', '-0.04', '-0.09', '-0.09', '+0.03', '+0.00', '+0.00']
['+0.05', '-0.00', '-0.01', '+0.01', '+0.02', '-0.03', '+1.00', '+1.00']
['+0.05', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.05', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.05', '+0.98', '+0.51', '+0.18', '-0.00', '+0.15', '+0.00', '+0.00']
['+0.15', '+0.95', '+0.51', '-0.35', '+0.17', '+0.14', '+0.00', '+0.00']
['+0.26', '+0.76', '+0.50', '-0.80', '+0.27', '+0.09', '+0.00', '+0.00']
['+0.32', '+0.57', '+0.13', '-0.53', '+0.32', '-0.00', '+0.00', '+0.00']
['+0.30', '+0.43', '-0.24', '-0.42', '+0.24', '-0.15', '+0.00', '+0.00']
['+0.23', '+0.32', '-0.39', '-0.32', '+0.06', '-0.17', '+0.00', '+0.00']
['+0.15', '+0.23', '-0.35', '-0.27', '-0.09', '-0.11', '+0.00', '+0.00']
['+0.09', '+0.15', '-0.26', '-0.25', '-0.17', '-0.04', '+0.00', '+0.00']
['+0.05', '+0.09', '-0.15', '-0.19', '-0.18', '+0.00', '+0.00', '+0.00']
['+0.03', '+0.04', '-0.07', '-0.14', '-0.15', '+0.02', '+0.00', '+0.00']
['+0.02', '+0.00', '+0.01', '-0.11', '-0.06', '+0.40', '+1.00', '+0.00']
['+0.02', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['+0.02', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['+0.02', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.06', '+0.77', '-0.31', '-0.84', '-0.09', '-0.14', '+0.00', '+0.00']
['-0.11', '+0.55', '-0.19', '-0.65', '-0.18', '-0.07', '+0.00', '+0.00']
['-0.13', '+0.38', '-0.03', '-0.48', '-0.19', '+0.04', '+0.00', '+0.00']
['-0.13', '+0.27', '+0.10', '-0.34', '-0.14', '+0.09', '+0.00', '+0.00']
['-0.10', '+0.18', '+0.15', '-0.28', '-0.06', '+0.07', '+0.00', '+0.00']
['-0.07', '+0.12', '+0.14', '-0.21', '+0.01', '+0.04', '+0.00', '+0.00']
['-0.04', '+0.06', '+0.11', '-0.16', '+0.03', '+0.03', '+0.00', '+0.00']
['-0.02', '+0.02', '+0.08', '-0.13', '+0.07', '+0.02', '+0.00', '+0.00']
['-0.01', '-0.00', '+0.02', '+0.04', '-0.00', '+0.14', '+1.00', '+1.00']
['-0.01', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.01', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.06', '+0.86', '+0.54', '-0.60', '+0.01', '+0.19', '+0.00', '+0.00']
['+0.17', '+0.64', '+0.46', '-0.74', '+0.17', '+0.10', '+0.00', '+0.00']
['+0.23', '+0.46', '+0.18', '-0.47', '+0.25', '+0.03', '+0.00', '+0.00']
['+0.25', '+0.34', '-0.02', '-0.34', '+0.25', '-0.05', '+0.00', '+0.00']
['+0.22', '+0.25', '-0.23', '-0.24', '+0.15', '-0.12', '+0.00', '+0.00']
['+0.16', '+0.18', '-0.28', '-0.21', '+0.03', '-0.11', '+0.00', '+0.00']
['+0.11', '+0.12', '-0.24', '-0.16', '-0.06', '-0.09', '+0.00', '+0.00']
['+0.07', '+0.07', '-0.15', '-0.14', '-0.11', '-0.03', '+0.00', '+0.00']
['+0.05', '+0.03', '-0.08', '-0.15', '-0.10', '+0.01', '+0.00', '+0.00']
['+0.05', '-0.00', '-0.00', '-0.04', '+0.04', '+0.13', '+1.00', '+1.00']
['+0.05', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['+0.05', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.01', '+0.96', '-0.25', '+0.45', '+0.01', '+0.03', '+0.00', '+0.00']
['-0.05', '+1.01', '-0.22', '-0.08', '-0.09', '-0.08', '+0.00', '+0.00']
['-0.10', '+0.91', '-0.23', '-0.61', '-0.17', '-0.07', '+0.00', '+0.00']
['-0.14', '+0.67', '-0.12', '-0.74', '-0.22', '-0.00', '+0.00', '+0.00']
['-0.13', '+0.48', '+0.12', '-0.58', '-0.16', '+0.09', '+0.00', '+0.00']
['-0.09', '+0.33', '+0.30', '-0.40', '-0.02', '+0.15', '+0.00', '+0.00']
['-0.03', '+0.22', '+0.25', '-0.32', '+0.10', '+0.09', '+0.00', '+0.00']
['+0.02', '+0.13', '+0.19', '-0.29', '+0.16', '+0.05', '+0.00', '+0.00']
['+0.04', '+0.07', '+0.09', '-0.18', '+0.17', '-0.01', '+0.00', '+0.00']
['+0.05', '+0.02', '-0.03', '-0.12', '+0.13', '-0.06', '+0.00', '+0.00']
['+0.04', '-0.00', '-0.04', '-0.03', '-0.04', '-0.11', '+1.00', '+1.00']
['+0.04', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['+0.04', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.02', '+0.96', '-0.43', '+0.25', '+0.01', '+0.01', '+0.00', '+0.00']
['-0.10', '+0.95', '-0.39', '-0.29', '-0.14', '-0.14', '+0.00', '+0.00']
['-0.18', '+0.78', '-0.41', '-0.82', '-0.26', '-0.09', '+0.00', '+0.00']
['-0.22', '+0.56', '-0.00', '-0.59', '-0.27', '+0.05', '+0.00', '+0.00']
['-0.19', '+0.41', '+0.22', '-0.45', '-0.17', '+0.13', '+0.00', '+0.00']
['-0.14', '+0.29', '+0.31', '-0.34', '-0.03', '+0.14', '+0.00', '+0.00']
['-0.07', '+0.20', '+0.32', '-0.30', '+0.10', '+0.11', '+0.00', '+0.00']
['-0.01', '+0.12', '+0.24', '-0.23', '+0.18', '+0.04', '+0.00', '+0.00']
['+0.02', '+0.06', '+0.09', '-0.15', '+0.18', '-0.03', '+0.00', '+0.00']
['+0.02', '+0.02', '-0.05', '-0.12', '+0.13', '-0.07', '+0.00', '+0.00']
['+0.01', '-0.00', '-0.01', '+0.03', '-0.01', '+0.11', '+1.00', '+1.00']
['+0.01', '-0.00', '+0.00', '-0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['+0.01', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.07', '+0.93', '+0.57', '-0.21', '+0.01', '+0.19', '+0.00', '+0.00']
['+0.18', '+0.78', '+0.58', '-0.74', '+0.17', '+0.13', '+0.00', '+0.00']
['+0.28', '+0.58', '+0.40', '-0.58', '+0.28', '+0.09', '+0.00', '+0.00']
['+0.33', '+0.43', '+0.08', '-0.44', '+0.31', '-0.02', '+0.00', '+0.00']
['+0.31', '+0.33', '-0.21', '-0.27', '+0.24', '-0.14', '+0.00', '+0.00']
['+0.26', '+0.25', '-0.33', '-0.25', '+0.09', '-0.15', '+0.00', '+0.00']
['+0.19', '+0.19', '-0.32', '-0.19', '-0.03', '-0.11', '+0.00', '+0.00']
['+0.13', '+0.13', '-0.26', '-0.18', '-0.11', '-0.05', '+0.00', '+0.00']
['+0.08', '+0.08', '-0.20', '-0.15', '-0.15', '-0.02', '+0.00', '+0.00']
['+0.06', '+0.04', '-0.08', '-0.13', '-0.14', '+0.02', '+0.00', '+0.00']
['+0.05', '+0.01', '+0.01', '-0.11', '-0.07', '+0.40', '+1.00', '+0.00']
['+0.05', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.05', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.05', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.03', '+0.96', '+0.17', '-0.14', '+0.04', '+0.06', '+0.00', '+0.00']
['+0.07', '+0.84', '+0.17', '-0.67', '+0.10', '+0.06', '+0.00', '+0.00']
['+0.10', '+0.60', '+0.08', '-0.73', '+0.15', '+0.01', '+0.00', '+0.00']
['+0.10', '+0.42', '-0.06', '-0.53', '+0.12', '-0.05', '+0.00', '+0.00']
['+0.08', '+0.29', '-0.13', '-0.41', '+0.06', '-0.08', '+0.00', '+0.00']
['+0.05', '+0.19', '-0.15', '-0.28', '-0.01', '-0.07', '+0.00', '+0.00']
['+0.03', '+0.12', '-0.07', '-0.22', '-0.05', '-0.01', '+0.00', '+0.00']
['+0.02', '+0.06', '-0.01', '-0.17', '-0.06', '+0.00', '+0.00', '+0.00']
['+0.02', '+0.01', '+0.06', '-0.13', '-0.02', '+0.06', '+0.00', '+0.00']
['+0.03', '-0.00', '+0.00', '+0.02', '-0.00', '+0.05', '+1.00', '+1.00']
['+0.03', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['+0.03', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.01', '+0.93', '-0.08', '-0.22', '-0.02', '-0.02', '+0.00', '+0.00']
['-0.03', '+0.78', '-0.08', '-0.76', '-0.04', '-0.02', '+0.00', '+0.00']
['-0.05', '+0.55', '-0.07', '-0.71', '-0.07', '-0.04', '+0.00', '+0.00']
['-0.06', '+0.37', '-0.04', '-0.51', '-0.09', '+0.00', '+0.00', '+0.00']
['-0.06', '+0.25', '+0.03', '-0.34', '-0.07', '+0.03', '+0.00', '+0.00']
['-0.05', '+0.15', '+0.06', '-0.26', '-0.04', '+0.04', '+0.00', '+0.00']
['-0.03', '+0.08', '+0.03', '-0.21', '-0.02', '-0.01', '+0.00', '+0.00']
['-0.03', '+0.03', '+0.02', '-0.15', '-0.02', '-0.00', '+0.00', '+0.00']
['-0.02', '-0.00', '+0.06', '-0.02', '+0.00', '+0.02', '+1.00', '+1.00']
['-0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.02', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.03', '+0.95', '-0.52', '+0.07', '+0.02', '+0.01', '+0.00', '+0.00']
['-0.12', '+0.89', '-0.48', '-0.46', '-0.14', '-0.15', '+0.00', '+0.00']
['-0.22', '+0.68', '-0.42', '-0.72', '-0.25', '-0.07', '+0.00', '+0.00']
['-0.27', '+0.50', '-0.12', '-0.49', '-0.30', '-0.01', '+0.00', '+0.00']
['-0.27', '+0.37', '+0.13', '-0.37', '-0.23', '+0.08', '+0.00', '+0.00']
['-0.23', '+0.28', '+0.25', '-0.27', '-0.12', '+0.12', '+0.00', '+0.00']
['-0.18', '+0.20', '+0.27', '-0.24', '-0.03', '+0.10', '+0.00', '+0.00']
['-0.12', '+0.14', '+0.27', '-0.21', '+0.07', '+0.09', '+0.00', '+0.00']
['-0.07', '+0.08', '+0.21', '-0.16', '+0.14', '+0.04', '+0.00', '+0.00']
['-0.04', '+0.04', '+0.07', '-0.14', '+0.14', '-0.04', '+0.00', '+0.00']
['-0.04', '+0.00', '-0.02', '-0.11', '+0.04', '-0.41', '+0.00', '+1.00']
['-0.04', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.04', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.04', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.06', '+0.75', '+0.31', '-0.87', '+0.08', '+0.15', '+0.00', '+0.00']
['+0.11', '+0.53', '+0.15', '-0.61', '+0.17', '+0.04', '+0.00', '+0.00']
['+0.12', '+0.37', '-0.05', '-0.48', '+0.16', '-0.05', '+0.00', '+0.00']
['+0.10', '+0.26', '-0.13', '-0.31', '+0.09', '-0.07', '+0.00', '+0.00']
['+0.06', '+0.17', '-0.17', '-0.28', '+0.02', '-0.07', '+0.00', '+0.00']
['+0.02', '+0.10', '-0.23', '-0.20', '-0.07', '-0.09', '+0.00', '+0.00']
['-0.02', '+0.05', '-0.14', '-0.17', '-0.13', '-0.03', '+0.00', '+0.00']
['-0.03', '+0.01', '-0.06', '-0.09', '-0.10', '+0.36', '+1.00', '+0.00']
['-0.04', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['-0.04', '-0.00', '+0.00', '+0.00', '-0.00', '-0.00', '+1.00', '+1.00']
['-0.04', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.13', '+0.76', '+0.63', '-0.82', '+0.07', '+0.17', '+0.00', '+0.00']
['+0.24', '+0.54', '+0.42', '-0.59', '+0.20', '+0.10', '+0.00', '+0.00']
['+0.31', '+0.40', '+0.21', '-0.40', '+0.29', '+0.06', '+0.00', '+0.00']
['+0.32', '+0.31', '-0.07', '-0.26', '+0.28', '-0.07', '+0.00', '+0.00']
['+0.28', '+0.24', '-0.30', '-0.22', '+0.17', '-0.15', '+0.00', '+0.00']
['+0.22', '+0.18', '-0.33', '-0.18', '+0.03', '-0.12', '+0.00', '+0.00']
['+0.15', '+0.13', '-0.30', '-0.17', '-0.08', '-0.09', '+0.00', '+0.00']
['+0.09', '+0.08', '-0.28', '-0.14', '-0.15', '-0.07', '+0.00', '+0.00']
['+0.04', '+0.04', '-0.19', '-0.14', '-0.18', '+0.01', '+0.00', '+0.00']
['+0.02', '+0.00', '-0.11', '-0.11', '-0.04', '+0.47', '+1.00', '+0.00']
['+0.01', '-0.00', '-0.01', '+0.01', '-0.00', '+0.03', '+1.00', '+1.00']
['+0.01', '-0.00', '-0.00', '-0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.01', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['+0.05', '+0.90', '+0.35', '-0.38', '+0.06', '+0.16', '+0.00', '+0.00']
['+0.12', '+0.70', '+0.36', '-0.79', '+0.20', '+0.13', '+0.00', '+0.00']
['+0.18', '+0.50', '+0.11', '-0.56', '+0.27', '-0.01', '+0.00', '+0.00']
['+0.17', '+0.36', '-0.14', '-0.42', '+0.19', '-0.10', '+0.00', '+0.00']
['+0.13', '+0.25', '-0.21', '-0.30', '+0.08', '-0.11', '+0.00', '+0.00']
['+0.09', '+0.17', '-0.18', '-0.30', '-0.01', '-0.05', '+0.00', '+0.00']
['+0.05', '+0.10', '-0.17', '-0.19', '-0.07', '-0.06', '+0.00', '+0.00']
['+0.02', '+0.05', '-0.15', '-0.16', '-0.11', '-0.04', '+0.00', '+0.00']
['-0.01', '+0.01', '-0.12', '-0.09', '-0.11', '+0.35', '+1.00', '+0.00']
['-0.02', '-0.00', '-0.01', '+0.01', '+0.01', '-0.03', '+1.00', '+1.00']
['-0.02', '-0.00', '-0.00', '-0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['-0.02', '-0.00', '+0.00', '+0.00', '-0.00', '+0.00', '+1.00', '+1.00']
['+0.01', '+0.88', '+0.07', '-0.52', '+0.01', '+0.02', '+0.00', '+0.00']
['+0.02', '+0.66', '+0.05', '-0.80', '+0.02', '+0.01', '+0.00', '+0.00']
['+0.02', '+0.45', '-0.00', '-0.60', '+0.02', '-0.02', '+0.00', '+0.00']
['+0.02', '+0.30', '-0.02', '-0.41', '+0.00', '-0.02', '+0.00', '+0.00']
['+0.02', '+0.19', '-0.04', '-0.29', '-0.01', '-0.01', '+0.00', '+0.00']
['+0.02', '+0.11', '+0.04', '-0.24', '+0.00', '+0.03', '+0.00', '+0.00']
['+0.03', '+0.06', '+0.03', '-0.17', '+0.02', '+0.03', '+0.00', '+0.00']
['+0.03', '+0.01', '+0.04', '-0.13', '+0.04', '+0.02', '+0.00', '+0.00']
['+0.03', '-0.00', '+0.01', '-0.01', '+0.00', '-0.03', '+1.00', '+1.00']
['+0.03', '-0.00', '+0.00', '-0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['+0.03', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.02', '+0.85', '-0.12', '-0.59', '-0.02', '-0.05', '+0.00', '+0.00']
['-0.04', '+0.62', '-0.07', '-0.76', '-0.07', '-0.03', '+0.00', '+0.00']
['-0.04', '+0.43', '+0.05', '-0.54', '-0.06', '+0.03', '+0.00', '+0.00']
['-0.03', '+0.28', '+0.07', '-0.40', '-0.02', '+0.04', '+0.00', '+0.00']
['-0.01', '+0.18', '+0.07', '-0.29', '+0.02', '+0.04', '+0.00', '+0.00']
['+0.00', '+0.10', '+0.04', '-0.22', '+0.04', '+0.01', '+0.00', '+0.00']
['+0.01', '+0.04', '+0.02', '-0.19', '+0.05', '+0.00', '+0.00', '+0.00']
['+0.00', '-0.00', '-0.03', '-0.05', '-0.02', '-0.18', '+1.00', '+1.00']
['+0.00', '-0.00', '+0.00', '+0.00', '+0.00', '-0.00', '+1.00', '+1.00']
['+0.00', '-0.00', '+0.00', '+0.00', '+0.00', '+0.00', '+1.00', '+1.00']
['-0.01', '+0.97', '-0.10', '+0.28', '-0.00', '-0.05', '+0.00', '+0.00']
['-0.03', '+0.96', '-0.10', '-0.26', '-0.05', '-0.05', '+0.00', '+0.00']
['-0.05', '+0.80', '-0.11', '-0.79', '-0.09', '-0.03', '+0.00', '+0.00']
['-0.06', '+0.56', '-0.04', '-0.68', '-0.10', '+0.01', '+0.00', '+0.00']
['-0.07', '+0.39', '+0.01', '-0.51', '-0.10', '+0.02', '+0.00', '+0.00']
['-0.05', '+0.26', '+0.08', '-0.34', '-0.06', '+0.06', '+0.00', '+0.00']
['-0.04', '+0.16', '+0.12', '-0.31', '-0.02', '+0.06', '+0.00', '+0.00']
['-0.02', '+0.08', '+0.09', '-0.23', '+0.02', '+0.03', '+0.00', '+0.00']
